date,location,temp_mean,temp_max,temp_min,humidity,precipitation,heat_index,month,er_visits,mortality_risk,day_of_year,day_of_week,is_weekend,temp_yesterday,temp_2days_ago,temp_3days_ago,temp_3day_avg,temp_7day_avg,is_hot_day,is_very_hot,hot_streak,heatwave,target
2020-02-08,Atlanta,-9.512263382378869,-2.745783721554918,-15.0,64.99557475000597,0.0,-9.512263382378869,2,34,0.02,39,5,1,-7.02190599937229,-11.392410466830873,-4.36190326207694,-9.308859949527344,-8.738159095692227,0,0,0,0,35.0
2020-02-09,Atlanta,-4.644473267837381,-0.5114821139766641,-11.841637965181292,66.64719346223016,0.0,-4.64447326783738,2,35,0.02,40,6,1,-9.512263382378869,-7.02190599937229,-11.392410466830873,-7.059547549862846,-7.461115170686484,0,0,0,0,49.0
2020-02-10,Atlanta,-6.472964700855495,1.0797153056659425,-10.97594710839906,66.49515922669829,0.0,-6.472964700855496,2,49,0.02,41,0,0,-4.644473267837381,-9.512263382378869,-7.02190599937229,-6.876567117023915,-7.051554341516526,0,0,0,0,46.0
2020-02-11,Atlanta,-8.029338756220154,-2.4280169308328725,-12.335187497034497,86.06747660017851,0.0,-8.029338756220154,2,46,0.02,42,1,0,-6.472964700855495,-4.644473267837381,-9.512263382378869,-6.382258908304343,-7.347894262224571,0,0,0,0,62.0
2020-02-12,Atlanta,-11.318919812554501,-5.0,-15.0,67.69272938485922,0.0,-11.318919812554501,2,62,0.02,43,2,0,-8.029338756220154,-6.472964700855495,-4.644473267837381,-8.60707442321005,-8.341753769435652,0,0,0,0,55.0
2020-02-13,Atlanta,-5.248934004022805,1.608510975520169,-7.230829009255213,43.65024624323222,0.0,-5.2489340040228045,2,55,0.02,44,3,0,-11.318919812554501,-8.029338756220154,-6.472964700855495,-8.199064190932488,-7.464114274748785,0,0,0,0,50.0
2020-02-14,Atlanta,-8.163039270337656,-1.2318255357740309,-14.484911582941628,98.61938057706244,0.0,-8.163039270337656,2,50,0.02,45,4,0,-5.248934004022805,-11.318919812554501,-8.029338756220154,-8.243631028971654,-7.627133313458123,0,0,0,0,34.0
2020-02-15,Atlanta,-10.322183133619216,-3.595783916137197,-14.76011495709714,80.1282106179565,0.0,-10.322183133619216,2,34,0.02,46,5,1,-8.163039270337656,-5.248934004022805,-11.318919812554501,-7.911385469326558,-7.742836135063888,0,0,0,0,33.0
2020-02-16,Atlanta,-7.9701136623615945,-4.499038287338019,-14.417266538288377,95.89356376024953,0.0,-7.9701136623615945,2,33,0.02,47,6,1,-10.322183133619216,-8.163039270337656,-5.248934004022805,-8.818445355439488,-8.217927619995917,0,0,0,0,45.0
2020-02-17,Atlanta,-6.038312980677515,-1.539426226467671,-7.404674780224482,86.39780296788214,2.6746704322297257,-6.0383129806775155,2,45,0.02,48,0,0,-7.9701136623615945,-10.322183133619216,-8.163039270337656,-8.110203258886107,-8.155834517113348,0,0,0,0,48.0
2020-02-18,Atlanta,-6.271189307416622,-0.05957962443830889,-10.623250157755947,86.03737775288621,0.0,-6.271189307416622,2,48,0.02,49,1,0,-6.038312980677515,-7.9701136623615945,-10.322183133619216,-6.759871983485243,-7.904670310141415,0,0,0,0,52.0
2020-02-19,Atlanta,-2.114374988403976,3.4227479343261478,-10.089383885599606,94.56750400163978,0.0,-2.114374988403976,2,52,0.02,50,2,0,-6.271189307416622,-6.038312980677515,-7.9701136623615945,-4.807959092166037,-6.589735335262769,0,0,0,0,52.0
2020-02-20,Atlanta,-3.047804571291997,4.586759443635325,-12.394350190657638,43.72744671952981,0.0,-3.047804571291996,2,52,0.02,51,3,0,-2.114374988403976,-6.271189307416622,-6.038312980677515,-3.811122955704198,-6.275288273444083,0,0,0,0,43.0
2020-02-21,Atlanta,-4.974572480000055,4.756750522743937,-9.916722906699595,82.20629056311667,16.011966642837812,-4.974572480000054,2,43,0.02,52,4,0,-3.047804571291997,-2.114374988403976,-6.271189307416622,-3.3789173465653426,-5.819793017681568,0,0,0,0,27.0
2020-02-22,Atlanta,-5.409115496458895,0.9480163466670142,-14.770510167421037,79.15611994136773,0.0,-5.409115496458895,2,27,0.02,53,5,1,-4.974572480000055,-3.047804571291997,-2.114374988403976,-4.477164182583649,-5.11792621237295,0,0,0,0,29.0
2020-02-23,Atlanta,-10.779626278692614,-1.529096687602276,-12.20500798584527,62.06790083513157,0.0,-10.779626278692612,2,29,0.02,54,6,1,-5.409115496458895,-4.974572480000055,-3.047804571291997,-7.054438085050521,-5.519285157563096,0,0,0,0,49.0
2020-02-24,Atlanta,0.5187244185293287,1.5129015310560372,-5.609537739518649,74.92434352324113,1.766845687057432,0.5187244185293278,2,49,0.02,55,0,0,-10.779626278692614,-5.409115496458895,-4.974572480000055,-5.223339118874059,-4.582565529104976,0,0,0,0,56.0
2020-02-25,Atlanta,-5.970825190816192,0.6317606892475525,-11.25506871608223,64.50316238932251,0.0,-5.970825190816191,2,56,0.02,56,1,0,0.5187244185293287,-10.779626278692614,-5.409115496458895,-5.410575683659825,-4.539656369590629,0,0,0,0,50.0
2020-02-26,Atlanta,-6.0987546730134525,0.266224520926309,-9.909034434078524,92.90252119063169,0.0,-6.098754673013453,2,50,0.02,57,2,0,-5.970825190816192,0.5187244185293287,-10.779626278692614,-3.850285148433438,-5.108853467391983,0,0,0,0,52.0
2020-02-27,Atlanta,-0.47293353681244055,6.051748679158556,-6.629733593565784,45.74336483411035,18.809938761581165,-0.472933536812441,2,52,0.02,58,3,0,-6.0987546730134525,-5.970825190816192,0.5187244185293287,-4.180837800214028,-4.741014748180618,0,0,0,0,48.0
2020-02-28,Atlanta,-3.1219785434987433,0.40095828103281117,-8.287648370171805,100.0,0.0,-3.1219785434987437,2,48,0.02,59,4,0,-0.47293353681244055,-6.0987546730134525,-5.970825190816192,-3.231222251108212,-4.476358471537573,0,0,0,0,38.0
2020-02-29,Atlanta,-4.784353442653972,-2.007025265112038,-9.373111215149828,63.683575798230244,0.0,-4.784353442653972,2,38,0.02,60,5,1,-3.1219785434987433,-0.47293353681244055,-6.0987546730134525,-2.7930885076550513,-4.387106749565441,0,0,0,0,32.0
2020-03-01,Atlanta,-1.4831625063012677,1.9369949258149441,-6.477327687997582,72.07796991853442,0.0,-1.4831625063012686,3,32,0.02,61,6,1,-4.784353442653972,-3.1219785434987433,-0.47293353681244055,-3.1298314974846604,-3.059040496366677,0,0,0,0,55.0
2020-03-02,Atlanta,3.3926298390969016,9.807388404510432,-2.359825338928707,78.4390386348926,0.0,3.3926298390969003,3,55,0.02,62,0,0,-1.4831625063012677,-4.784353442653972,-3.1219785434987433,-0.9582953699527786,-2.6484825791427378,0,0,0,0,50.0
2020-03-03,Atlanta,3.2633337218002105,7.531559411291835,-1.8680465167735834,70.64748951476825,0.0,3.263333721800209,3,50,0.02,63,1,0,3.3926298390969016,-1.4831625063012677,-4.784353442653972,1.7242670181986153,-1.3293170201975377,0,0,0,0,48.0
2020-03-04,Atlanta,-1.748121027264928,0.6958351818514248,-9.95353537322675,64.52056309475356,0.0,-1.7481210272649268,3,48,0.02,64,2,0,3.2633337218002105,3.3926298390969016,-1.4831625063012677,1.6359475112107287,-0.7077979279477484,0,0,0,0,47.0
2020-03-05,Atlanta,1.6811938251457283,9.864434216461499,-0.09708524747817382,85.78648741435138,0.0,1.6811938251457272,3,47,0.02,65,3,0,-1.748121027264928,3.2633337218002105,3.3926298390969016,1.065468839893671,-0.40006544766801,0,0,0,0,49.0
2020-03-06,Atlanta,-2.1125562310780013,1.6758889569660247,-8.570688706236588,91.1038437234423,4.764162638577881,-2.1125562310780013,3,49,0.02,66,4,0,1.6811938251457283,-1.748121027264928,3.2633337218002105,-0.7264944777323996,-0.2558622601793326,0,0,0,0,34.0
2020-03-07,Atlanta,-4.586767897591219,-1.150259146311354,-13.792925030640395,78.10748206720764,0.0,-4.586767897591219,3,34,0.02,67,5,1,-2.1125562310780013,1.6811938251457283,-1.748121027264928,-1.6727101011744967,-0.2276357537417964,0,0,0,0,39.0
2020-03-08,Atlanta,-0.2765210064646155,1.5895910282585741,-3.993071786923027,59.70908129481471,0.0,-0.2765210064646162,3,39,0.02,68,6,1,-4.586767897591219,-2.1125562310780013,1.6811938251457283,-2.325281711711278,-0.05525839662227467,0,0,0,0,47.0
2020-03-09,Atlanta,0.38475425121757206,8.075367115692394,-4.69403737378047,81.81391487775582,0.0,0.3847542512175729,3,47,0.02,69,0,0,-0.2765210064646155,-4.586767897591219,-2.1125562310780013,-1.4928448842794202,-0.4849549091764646,0,0,0,0,58.0
2020-03-10,Atlanta,2.0068667992048708,8.370492173654759,-1.3851331071729591,61.185374022421875,0.0,2.0068667992048717,3,58,0.02,70,1,0,0.38475425121757206,-0.2765210064646155,-4.586767897591219,0.705033347985943,-0.6644501838329419,0,0,0,0,52.0
2020-03-11,Atlanta,-0.5945284981522643,8.088371639588035,-4.775141249669298,89.41642838071758,5.684837783880372,-0.5945284981522647,3,52,0.02,71,2,0,2.0068667992048708,0.38475425121757206,-0.2765210064646155,0.5990308507567268,-0.4996512511025612,0,0,0,0,41.0
2020-03-12,Atlanta,-0.04057844346149864,5.150904128419409,-3.4231495359674424,66.95408835355538,0.0,-0.04057844346149864,3,41,0.02,72,3,0,-0.5945284981522643,2.0068667992048708,0.38475425121757206,0.4572532858637031,-0.7456187180464509,0,0,0,0,47.0
2020-03-13,Atlanta,5.51573767320517,12.943015517851782,-1.1881555430494861,63.265197403539396,0.0,5.51573767320517,3,47,0.02,73,4,0,-0.04057844346149864,-0.5945284981522643,2.0068667992048708,1.6268769105304697,0.3441375539940023,0,0,0,0,28.0
2020-03-14,Atlanta,4.798807943517051,9.31639598580589,-2.135684772578693,97.08120486431346,0.0,4.798807943517052,3,28,0.02,74,5,1,5.51573767320517,-0.04057844346149864,-0.5945284981522643,3.424655724420241,1.6849341027237552,0,0,0,0,41.0
2020-03-15,Atlanta,5.339392567566527,11.113887502592402,-1.3394233702074403,83.89361551413957,6.141156101388469,5.339392567566526,3,41,0.02,75,6,1,4.798807943517051,5.51573767320517,-0.04057844346149864,5.217979394762916,2.4872074704424896,0,0,0,0,46.0
2020-03-16,Atlanta,7.875103042000941,16.046454671064588,1.4520091191681104,90.45355153754167,0.0,7.875103042000941,3,46,0.02,76,0,0,5.339392567566527,4.798807943517051,5.51573767320517,6.00443451769484,3.5572572976972574,0,0,0,0,47.0
2020-03-17,Atlanta,3.036595246896771,11.628479697393502,-7.75144096061056,60.31974741702883,3.290783208764458,3.0365952468967725,3,47,0.02,77,1,0,7.875103042000941,5.339392567566527,4.798807943517051,5.417030285488081,3.7043613616532425,0,0,0,0,54.0
2020-03-18,Atlanta,4.0618964565283555,12.179426173533216,-4.948273002746476,80.50626912639488,0.0,4.061896456528357,3,54,0.02,78,2,0,3.036595246896771,7.875103042000941,5.339392567566527,4.9911982484753565,4.369564926607617,0,0,0,0,50.0
2020-03-19,Atlanta,-1.2080382520978308,1.6203701908883765,-7.381344025368299,95.5538318206347,1.7305114968240756,-1.2080382520978301,3,50,0.02,79,3,0,4.0618964565283555,3.036595246896771,7.875103042000941,1.9634844837757661,4.202784953945284,0,0,0,0,50.0
2020-03-20,Atlanta,8.593880410769522,21.796138640925296,3.9605170714896727,74.6225284965193,0.0,8.59388041076952,3,50,0.02,80,4,0,-1.2080382520978308,4.0618964565283555,3.036595246896771,3.8159128717333495,4.642519630740191,0,0,0,0,39.0
2020-03-21,Atlanta,4.039104639649979,9.222393494159164,1.6023175127330491,82.06457087930539,0.0,4.0391046396499775,3,39,0.02,81,5,1,8.593880410769522,-1.2080382520978308,4.0618964565283555,3.8083155994405575,4.533990587330609,0,0,0,0,28.0
2020-03-22,Atlanta,-2.414930989033329,4.741664400103613,-11.603146647634867,79.86162541296095,1.2840838764047033,-2.414930989033329,3,28,0.02,82,6,1,4.039104639649979,8.593880410769522,-1.2080382520978308,3.406018020462058,3.426230079244916,0,0,0,0,54.0
2020-03-23,Atlanta,8.339354606419088,9.360507323568763,0.31634998873366704,100.0,0.0,8.339354606419088,3,54,0.02,83,0,0,-2.414930989033329,4.039104639649979,8.593880410769522,3.32117608567858,3.4925517313046512,0,0,0,0,40.0
2020-03-24,Atlanta,-1.593914069049375,4.518321389385294,-2.8321846428751956,94.25483421010162,0.0,-1.5939140690493758,3,40,0.02,84,1,0,8.339354606419088,-2.414930989033329,4.039104639649979,1.4435031827787954,2.8310504004552013,0,0,0,0,42.0
2020-03-25,Atlanta,8.015049370997577,12.118474127464093,3.6119686267238906,66.32740186232601,3.5516354393296417,8.015049370997579,3,42,0.02,85,2,0,-1.593914069049375,8.339354606419088,-2.414930989033329,4.920163302789097,3.3957865310936617,0,0,0,0,50.0
2020-03-26,Atlanta,9.62044693517871,17.20549948955654,4.481434692469639,81.41388853688075,0.0,9.620446935178709,3,50,0.02,86,3,0,8.015049370997577,-1.593914069049375,8.339354606419088,5.347194079042306,4.942712986418882,0,0,0,0,44.0
2020-03-27,Atlanta,11.030378034296039,18.82427475249629,2.3282693605069125,71.49855052727395,0.0,11.030378034296039,3,44,0.02,87,4,0,9.62044693517871,8.015049370997577,-1.593914069049375,9.555291446824109,5.290784075494098,0,0,0,0,29.0
2020-03-28,Atlanta,15.349099734534004,19.05278053388383,7.959221597535012,75.50884267147977,0.0,15.349099734534004,3,29,0.02,88,5,1,11.030378034296039,9.62044693517871,8.015049370997577,11.999974901336252,6.906497660477531,0,0,0,0,36.0
2020-03-29,Atlanta,9.22165230831877,16.099421958745854,3.8630025319033683,82.6769168586444,0.06001991066591579,9.221652308318772,3,36,0.02,89,6,1,15.349099734534004,11.030378034296039,9.62044693517871,11.867043359049605,8.568866702956402,0,0,0,0,51.0
2020-03-30,Atlanta,8.990251548325096,14.266550598698034,2.9415002556090895,86.31386557116855,0.0,8.990251548325098,3,51,0.02,90,0,0,9.22165230831877,15.349099734534004,11.030378034296039,11.187001197059294,8.661851980371546,0,0,0,0,52.0
2020-03-31,Atlanta,11.579761575248632,16.35675342477365,4.320667045206923,72.25128956264254,0.0,11.579761575248632,3,52,0.02,91,1,0,8.990251548325096,9.22165230831877,15.349099734534004,9.930555143964167,10.54380564384269,0,0,0,0,49.0
2020-04-01,Atlanta,10.684361709897942,13.353497185135499,3.2673034567251578,91.64045065242294,1.8580251211276209,10.68436170989794,4,49,0.02,92,2,0,11.579761575248632,8.990251548325096,9.22165230831877,10.418124944490557,10.925135977971314,0,0,0,0,53.0
2020-04-02,Atlanta,15.668112526098398,18.936911756619537,7.926287037507301,100.0,15.098762231186576,15.6681125260984,4,53,0.02,93,3,0,10.684361709897942,11.579761575248632,8.990251548325096,12.644078603748326,11.789088205245557,0,0,0,0,43.0
2020-04-03,Atlanta,8.806027171240553,16.28332394230934,1.7678074722516561,78.23531416959163,27.15307893078986,8.806027171240553,4,43,0.02,94,4,0,15.668112526098398,10.684361709897942,11.579761575248632,11.719500469078966,11.471323796237627,0,0,0,0,35.0
2020-04-04,Atlanta,11.158523651845776,17.585725934115786,2.999156823641181,100.0,0.0,11.158523651845774,4,35,0.02,95,5,1,8.806027171240553,15.668112526098398,10.684361709897942,11.877554449728244,10.87267007013931,0,0,0,0,38.0
2020-04-05,Atlanta,9.018641226003068,14.483262199793565,6.8627097261351455,95.50571253391861,0.0,9.018641226003068,4,38,0.02,96,6,1,11.158523651845776,8.806027171240553,15.668112526098398,9.661064016363133,10.843668486951353,0,0,0,0,53.0
2020-04-06,Atlanta,11.22186995101886,16.696930193064386,2.8473180766885826,83.32061515797803,0.0,11.221869951018862,4,53,0.02,97,0,0,9.018641226003068,11.158523651845776,8.806027171240553,10.466344942955901,11.162471115907605,0,0,0,0,51.0
2020-04-07,Atlanta,6.3638483782133255,14.304257524215481,2.190206647389682,86.09999490416705,0.0,6.363848378213327,4,51,0.02,98,1,0,11.22186995101886,9.018641226003068,11.158523651845776,8.868119851745085,10.417340659188273,0,0,0,0,46.0
2020-04-08,Atlanta,10.337787067749481,14.754549331984794,5.842032006594309,80.69017889396942,0.0,10.337787067749481,4,46,0.02,99,2,0,6.3638483782133255,11.22186995101886,9.018641226003068,9.307835132327224,10.36782999602421,0,0,0,0,53.0
2020-04-09,Atlanta,9.102053621764966,17.04600743492039,4.9483190270008075,86.15179198436826,0.0,9.102053621764965,4,53,0.02,100,3,0,10.337787067749481,6.3638483782133255,11.22186995101886,8.601229689242592,9.429821581119432,0,0,0,0,42.0
2020-04-10,Atlanta,13.305115726493248,14.823331391054746,6.069829507439867,88.82763589584346,0.0,13.305115726493248,4,42,0.02,101,4,0,9.102053621764966,10.337787067749481,6.3638483782133255,10.914985472002565,10.072548517584105,0,0,0,0,29.0
2020-04-11,Atlanta,20.920756876810547,29.456770868309153,15.460581462461223,52.746836849672874,0.0,20.920756876810547,4,29,0.02,102,5,1,13.305115726493248,9.102053621764966,10.337787067749481,14.442642075022922,11.467153264007644,0,0,0,0,30.0
2020-04-12,Atlanta,14.061538183588725,15.66603121417861,6.93793907054854,80.00325829736377,0.0,14.061538183588725,4,30,0.02,103,6,1,20.920756876810547,13.305115726493248,9.102053621764966,16.09580359563084,12.187567115091309,0,0,0,0,50.0
2020-04-13,Atlanta,17.325185449093,24.286329175011858,11.08398952024883,100.0,0.0,17.325185449093,4,50,0.02,104,0,0,14.061538183588725,20.920756876810547,13.305115726493248,17.435826836497423,13.0594693291019,0,0,0,0,51.0
2020-04-14,Atlanta,17.70859118883446,21.582852980645647,10.33941393956469,87.67094643077141,0.0,17.70859118883446,4,51,0.02,105,1,0,17.325185449093,14.061538183588725,20.920756876810547,16.365104940505393,14.680146873476348,0,0,0,0,48.0
2020-04-15,Atlanta,15.556806113593334,23.108580113376934,11.205742020186541,58.33122138968637,0.0,15.556806113593334,4,48,0.02,106,2,0,17.70859118883446,17.325185449093,14.061538183588725,16.863527583840266,15.425721022882612,0,0,0,0,50.0
2020-04-16,Atlanta,12.48287026784909,18.401572351548207,1.6492536743372908,56.57200910517131,0.0,12.482870267849092,4,50,0.02,107,3,0,15.556806113593334,17.70859118883446,17.325185449093,15.249422523425629,15.908694829466057,0,0,0,0,50.0
2020-04-17,Atlanta,16.89569915007281,22.298622848186753,11.804843405201872,50.27822022027567,0.0,16.89569915007281,4,50,0.02,108,4,0,12.48287026784909,15.556806113593334,17.70859118883446,14.97845851050508,16.421635318548855,0,0,0,0,25.0
2020-04-18,Atlanta,14.380673176616579,21.715689525757163,10.039754176487774,95.09179640232125,5.291900511106265,14.380673176616577,4,25,0.02,109,5,1,16.89569915007281,12.48287026784909,15.556806113593334,14.586414198179497,15.487337647092572,0,0,0,0,29.0
2020-04-19,Atlanta,14.958204989758071,19.67490180923421,12.23641094448997,58.034332160312346,0.0,14.958204989758068,4,29,0.02,110,6,1,14.380673176616579,16.89569915007281,12.48287026784909,15.411525772149155,15.615432905116764,0,0,0,0,56.0
2020-04-20,Atlanta,19.604113088692724,20.573462532343157,16.15840786589148,88.28364446889572,0.0,19.604113088692728,4,56,0.02,111,0,0,14.958204989758071,14.380673176616579,16.89569915007281,16.314330418355794,15.940993996488155,0,0,0,0,54.0
2020-04-21,Atlanta,15.787746583112988,21.47399959475804,10.690179626134988,77.64499054089752,0.0,15.787746583112986,4,54,0.02,112,1,0,19.604113088692724,14.958204989758071,14.380673176616579,16.78335488718793,15.666587624242228,0,0,0,0,40.0
